Year;Country.of.jury;Male.count;Mean.age.category
2004;Iceland;Unknown;Unknown
2004;Ireland;Unknown;Unknown
2004;Israel;Unknown;Unknown
2004;Latvia;Unknown;Unknown
2004;Lithuania;Unknown;Unknown
2004;Macedonia;Unknown;Unknown
2004;Malta;Unknown;Unknown
2004;Monaco;Unknown;Unknown
2004;Norway;Unknown;Unknown
2004;Poland;Unknown;Unknown
2004;Portugal;Unknown;Unknown
2004;Romania;Unknown;Unknown
2004;Russia;Unknown;Unknown
2004;Serbia and Montenegro;Unknown;Unknown
2004;Slovenia;Unknown;Unknown
2004;Spain;Unknown;Unknown
2004;Sweden;Unknown;Unknown
2004;Switzerland;Unknown;Unknown
2004;The Netherlands;Unknown;Unknown
2004;Turkey;Unknown;Unknown
2004;Ukraine;Unknown;Unknown
2004;United Kingdom;Unknown;Unknown
2005;Albania;Unknown;Unknown
2005;Andorra;Unknown;Unknown
2005;Austria;Unknown;Unknown
2005;Belarus;Unknown;Unknown
2005;Belgium;Unknown;Unknown
2005;Bosnia and Herzegovina;Unknown;Unknown
2005;Bulgaria;Unknown;Unknown
2005;Croatia;Unknown;Unknown
2005;Cyprus;Unknown;Unknown
2005;Denmark;Unknown;Unknown
2005;Estonia;Unknown;Unknown
2005;Finland;Unknown;Unknown
2005;France;Unknown;Unknown
2005;Germany;Unknown;Unknown
2005;Greece;Unknown;Unknown
2005;Hungary;Unknown;Unknown
2005;Iceland;Unknown;Unknown
2005;Ireland;Unknown;Unknown
2005;Israel;Unknown;Unknown
2005;Latvia;Unknown;Unknown
2005;Lithuania;Unknown;Unknown
2005;Macedonia;Unknown;Unknown
2005;Malta;Unknown;Unknown
2005;Moldova;Unknown;Unknown
2005;Monaco;Unknown;Unknown
2005;Norway;Unknown;Unknown
2005;Poland;Unknown;Unknown
2005;Portugal;Unknown;Unknown
2005;Romania;Unknown;Unknown
2005;Russia;Unknown;Unknown
2005;Serbia and Montenegro;Unknown;Unknown
2005;Slovenia;Unknown;Unknown
2005;Spain;Unknown;Unknown
2005;Sweden;Unknown;Unknown
2005;Switzerland;Unknown;Unknown
2005;The Netherlands;Unknown;Unknown
2005;Turkey;Unknown;Unknown
2005;Ukraine;Unknown;Unknown
2005;United Kingdom;Unknown;Unknown
2006;Albania;Unknown;Unknown
2006;Andorra;Unknown;Unknown
2006;Armenia;Unknown;Unknown
2006;Belarus;Unknown;Unknown
2006;Belgium;Unknown;Unknown
2006;Bosnia and Herzegovina;Unknown;Unknown
2006;Bulgaria;Unknown;Unknown
2006;Croatia;Unknown;Unknown
2006;Cyprus;Unknown;Unknown
2006;Denmark;Unknown;Unknown
2006;Estonia;Unknown;Unknown
2006;Finland;Unknown;Unknown
2006;France;Unknown;Unknown
2006;Germany;Unknown;Unknown
2006;Greece;Unknown;Unknown
2006;Iceland;Unknown;Unknown
2006;Ireland;Unknown;Unknown
2006;Israel;Unknown;Unknown
2006;Latvia;Unknown;Unknown
2006;Lithuania;Unknown;Unknown
2006;Macedonia;Unknown;Unknown
2006;Malta;Unknown;Unknown
2006;Moldova;Unknown;Unknown
2006;Monaco;Unknown;Unknown
2006;Norway;Unknown;Unknown
2006;Poland;Unknown;Unknown
2006;Portugal;Unknown;Unknown
2006;Romania;Unknown;Unknown
2006;Russia;Unknown;Unknown
2006;Serbia and Montenegro;Unknown;Unknown
2006;Slovenia;Unknown;Unknown
2006;Spain;Unknown;Unknown
2006;Sweden;Unknown;Unknown
2006;Switzerland;Unknown;Unknown
2006;The Netherlands;Unknown;Unknown
2006;Turkey;Unknown;Unknown
2006;Ukraine;Unknown;Unknown
2006;United Kingdom;Unknown;Unknown
2007;Albania;Unknown;Unknown
2007;Andorra;Unknown;Unknown
2007;Armenia;Unknown;Unknown
2007;Austria;Unknown;Unknown
2007;Belarus;Unknown;Unknown
2007;Belgium;Unknown;Unknown
2007;Bosnia and Herzegovina;Unknown;Unknown
2007;Bulgaria;Unknown;Unknown
2007;Croatia;Unknown;Unknown
2007;Cyprus;Unknown;Unknown
2007;Czech Republic;Unknown;Unknown
2007;Denmark;Unknown;Unknown
2007;Estonia;Unknown;Unknown
2007;Finland;Unknown;Unknown
2007;France;Unknown;Unknown
2007;Georgia;Unknown;Unknown
2007;Germany;Unknown;Unknown
2007;Greece;Unknown;Unknown
2007;Hungary;Unknown;Unknown
2007;Iceland;Unknown;Unknown
2007;Ireland;Unknown;Unknown
2007;Israel;Unknown;Unknown
2007;Latvia;Unknown;Unknown
2007;Lithuania;Unknown;Unknown
2007;Macedonia;Unknown;Unknown
2007;Malta;Unknown;Unknown
2007;Moldova;Unknown;Unknown
2007;Montenegro;Unknown;Unknown
2007;Norway;Unknown;Unknown
2007;Poland;Unknown;Unknown
2007;Portugal;Unknown;Unknown
2007;Romania;Unknown;Unknown
2007;Russia;Unknown;Unknown
2007;Serbia;Unknown;Unknown
2007;Slovenia;Unknown;Unknown
2007;Spain;Unknown;Unknown
2007;Sweden;Unknown;Unknown
2007;Switzerland;Unknown;Unknown
2007;The Netherlands;Unknown;Unknown
2007;Turkey;Unknown;Unknown
2007;Ukraine;Unknown;Unknown
2007;United Kingdom;Unknown;Unknown
2008;Albania;Unknown;Unknown
2008;Andorra;Unknown;Unknown
2008;Armenia;Unknown;Unknown
2008;Azerbaijan;Unknown;Unknown
2008;Belarus;Unknown;Unknown
2008;Belgium;Unknown;Unknown
2008;Bosnia and Herzegovina;Unknown;Unknown
2008;Bulgaria;Unknown;Unknown
2008;Croatia;Unknown;Unknown
2008;Cyprus;Unknown;Unknown
2008;Czech Republic;Unknown;Unknown
2008;Denmark;Unknown;Unknown
2008;Estonia;Unknown;Unknown
2008;Finland;Unknown;Unknown
2008;France;Unknown;Unknown
2008;Georgia;Unknown;Unknown
2008;Germany;Unknown;Unknown
2008;Greece;Unknown;Unknown
2008;Hungary;Unknown;Unknown
2008;Iceland;Unknown;Unknown
2008;Ireland;Unknown;Unknown
2008;Israel;Unknown;Unknown
2008;Latvia;Unknown;Unknown
2008;Lithuania;Unknown;Unknown
2008;Macedonia;Unknown;Unknown
2008;Malta;Unknown;Unknown
2008;Moldova;Unknown;Unknown
2008;Montenegro;Unknown;Unknown
2008;Norway;Unknown;Unknown
2008;Poland;Unknown;Unknown
2008;Portugal;Unknown;Unknown
2008;Romania;Unknown;Unknown
2008;Russia;Unknown;Unknown
2008;San Marino;Unknown;Unknown
2008;Serbia;Unknown;Unknown
2008;Slovenia;Unknown;Unknown
2008;Spain;Unknown;Unknown
2008;Sweden;Unknown;Unknown
2008;Switzerland;Unknown;Unknown
2008;The Netherlands;Unknown;Unknown
2008;Turkey;Unknown;Unknown
2008;Ukraine;Unknown;Unknown
2008;United Kingdom;Unknown;Unknown
2009;Albania;Unknown;Unknown
2009;Andorra;Unknown;Unknown
2009;Armenia;Unknown;Unknown
2009;Azerbaijan;Unknown;Unknown
2009;Belarus;Unknown;Unknown
2009;Belgium;Unknown;Unknown
2009;Bosnia and Herzegovina;Unknown;Unknown
2009;Bulgaria;Unknown;Unknown
2009;Croatia;Unknown;Unknown
2009;Cyprus;Unknown;Unknown
2009;Czech Republic;Unknown;Unknown
2009;Denmark;Unknown;Unknown
2009;Estonia;Unknown;Unknown
2009;Finland;Unknown;Unknown
2009;France;Unknown;Unknown
2009;Germany;Unknown;Unknown
2009;Greece;Unknown;Unknown
2009;Hungary;Unknown;Unknown
2009;Iceland;Unknown;Unknown
2009;Ireland;Unknown;Unknown
2009;Israel;Unknown;Unknown
2009;Latvia;Unknown;Unknown
2009;Lithuania;Unknown;Unknown
2009;Macedonia;Unknown;Unknown
2009;Malta;Unknown;Unknown
2009;Moldova;Unknown;Unknown
2009;Montenegro;Unknown;Unknown
2009;Norway;Unknown;Unknown
2009;Poland;Unknown;Unknown
2009;Portugal;Unknown;Unknown
2009;Romania;Unknown;Unknown
2009;Russia;Unknown;Unknown
2009;Serbia;Unknown;Unknown
2009;Slovakia;Unknown;Unknown
2009;Slovenia;Unknown;Unknown
2009;Spain;Unknown;Unknown
2009;Sweden;Unknown;Unknown
2009;Switzerland;Unknown;Unknown
2009;The Netherlands;Unknown;Unknown
2009;Turkey;Unknown;Unknown
2009;Ukraine;Unknown;Unknown
2009;United Kingdom;Unknown;Unknown
2010;Albania;Unknown;Unknown
2010;Armenia;Unknown;Unknown
2010;Azerbaijan;Unknown;Unknown
2010;Belarus;Unknown;Unknown
2010;Belgium;Unknown;Unknown
2010;Bosnia and Herzegovina;Unknown;Unknown
2010;Bulgaria;Unknown;Unknown
2010;Croatia;Unknown;Unknown
2010;Cyprus;Unknown;Unknown
2010;Denmark;Unknown;Unknown
2010;Estonia;Unknown;Unknown
2010;Finland;Unknown;Unknown
2010;France;Unknown;Unknown
2010;Georgia;Unknown;Unknown
2010;Germany;Unknown;Unknown
2010;Greece;Unknown;Unknown
2010;Iceland;Unknown;Unknown
2010;Ireland;Unknown;Unknown
2010;Israel;Unknown;Unknown
2010;Latvia;Unknown;Unknown
2010;Lithuania;Unknown;Unknown
2010;Macedonia;Unknown;Unknown
2010;Malta;Unknown;Unknown
2010;Moldova;Unknown;Unknown
2010;Norway;Unknown;Unknown
2010;Poland;Unknown;Unknown
2010;Portugal;Unknown;Unknown
2010;Romania;Unknown;Unknown
2010;Russia;Unknown;Unknown
2010;Serbia;Unknown;Unknown
2010;Slovakia;Unknown;Unknown
2010;Slovenia;Unknown;Unknown
2010;Spain;Unknown;Unknown
2010;Sweden;Unknown;Unknown
2010;Switzerland;Unknown;Unknown
2010;The Netherlands;Unknown;Unknown
2010;Turkey;Unknown;Unknown
2010;Ukraine;Unknown;Unknown
2010;United Kingdom;Unknown;Unknown
2011;Albania;Unknown;Unknown
2011;Armenia;Unknown;Unknown
2011;Austria;Unknown;Unknown
2011;Azerbaijan;Unknown;Unknown
2011;Belarus;Unknown;Unknown
2011;Belgium;Unknown;Unknown
2011;Bosnia and Herzegovina;Unknown;Unknown
2011;Bulgaria;Unknown;Unknown
2011;Croatia;Unknown;Unknown
2011;Cyprus;Unknown;Unknown
2011;Denmark;Unknown;Unknown
2011;Estonia;Unknown;Unknown
2011;Finland;Unknown;Unknown
2011;France;Unknown;Unknown
2011;Georgia;Unknown;Unknown
2011;Germany;Unknown;Unknown
2011;Greece;Unknown;Unknown
2011;Hungary;Unknown;Unknown
2011;Iceland;Unknown;Unknown
2011;Ireland;Unknown;Unknown
2011;Israel;Unknown;Unknown
2011;Italy;Unknown;Unknown
2011;Latvia;Unknown;Unknown
2011;Lithuania;Unknown;Unknown
2011;Macedonia;Unknown;Unknown
2011;Malta;Unknown;Unknown
2011;Moldova;Unknown;Unknown
2011;Norway;Unknown;Unknown
2011;Poland;Unknown;Unknown
2011;Portugal;Unknown;Unknown
2011;Romania;Unknown;Unknown
2011;Russia;Unknown;Unknown
2011;San Marino;Unknown;Unknown
2011;Serbia;Unknown;Unknown
2011;Slovakia;Unknown;Unknown
2011;Slovenia;Unknown;Unknown
2011;Spain;Unknown;Unknown
2011;Sweden;Unknown;Unknown
2011;Switzerland;Unknown;Unknown
2011;The Netherlands;Unknown;Unknown
2011;Turkey;Unknown;Unknown
2011;Ukraine;Unknown;Unknown
2011;United Kingdom;Unknown;Unknown
2012;Albania;Unknown;Unknown
2012;Austria;Unknown;Unknown
2012;Azerbaijan;Unknown;Unknown
2012;Belarus;Unknown;Unknown
2012;Belgium;Unknown;Unknown
2012;Bosnia and Herzegovina;Unknown;Unknown
2012;Bulgaria;Unknown;Unknown
2012;Croatia;Unknown;Unknown
2012;Cyprus;Unknown;Unknown
2012;Denmark;Unknown;Unknown
2012;Estonia;Unknown;Unknown
2012;Finland;Unknown;Unknown
2012;France;Unknown;Unknown
2012;Georgia;Unknown;Unknown
2012;Germany;Unknown;Unknown
2012;Greece;Unknown;Unknown
2012;Hungary;Unknown;Unknown
2012;Iceland;Unknown;Unknown
2012;Ireland;Unknown;Unknown
2012;Israel;Unknown;Unknown
2012;Italy;Unknown;Unknown
2012;Latvia;Unknown;Unknown
2012;Lithuania;Unknown;Unknown
2012;Macedonia;Unknown;Unknown
2012;Malta;Unknown;Unknown
2012;Moldova;Unknown;Unknown
2012;Montenegro;Unknown;Unknown
2012;Norway;Unknown;Unknown
2012;Portugal;Unknown;Unknown
2012;Romania;Unknown;Unknown
2012;Russia;Unknown;Unknown
2012;San Marino;Unknown;Unknown
2012;Serbia;Unknown;Unknown
2012;Slovakia;Unknown;Unknown
2012;Slovenia;Unknown;Unknown
2012;Spain;Unknown;Unknown
2012;Sweden;Unknown;Unknown
2012;Switzerland;Unknown;Unknown
2012;The Netherlands;Unknown;Unknown
2012;Turkey;Unknown;Unknown
2012;Ukraine;Unknown;Unknown
2012;United Kingdom;Unknown;Unknown
2013;Albania;Unknown;Unknown
2013;Armenia;Unknown;Unknown
2013;Austria;Unknown;Unknown
2013;Azerbaijan;Unknown;Unknown
2013;Belarus;Unknown;Unknown
2013;Belgium;Unknown;Unknown
2013;Bulgaria;Unknown;Unknown
2013;Croatia;Unknown;Unknown
2013;Cyprus;Unknown;Unknown
2013;Denmark;Unknown;Unknown
2013;Estonia;Unknown;Unknown
2013;Finland;Unknown;Unknown
2013;France;Unknown;Unknown
2013;Georgia;Unknown;Unknown
2013;Germany;Unknown;Unknown
2013;Greece;Unknown;Unknown
2013;Hungary;Unknown;Unknown
2013;Iceland;Unknown;Unknown
2013;Ireland;Unknown;Unknown
2013;Israel;Unknown;Unknown
2013;Italy;Unknown;Unknown
2013;Latvia;Unknown;Unknown
2013;Lithuania;Unknown;Unknown
2013;Macedonia;Unknown;Unknown
2013;Malta;Unknown;Unknown
2013;Moldova;Unknown;Unknown
2013;Montenegro;Unknown;Unknown
2013;Norway;Unknown;Unknown
2013;Romania;Unknown;Unknown
2013;Russia;Unknown;Unknown
2013;San Marino;Unknown;Unknown
2013;Serbia;Unknown;Unknown
2013;Slovenia;Unknown;Unknown
2013;Spain;Unknown;Unknown
2013;Sweden;Unknown;Unknown
2013;Switzerland;Unknown;Unknown
2013;The Netherlands;Unknown;Unknown
2013;Ukraine;Unknown;Unknown
2013;United Kingdom;Unknown;Unknown
2014;Albania;Unknown;Unknown
2014;Armenia;Unknown;Unknown
2014;Austria;Unknown;Unknown
2014;Azerbaijan;Unknown;Unknown
2014;Belarus;Unknown;Unknown
2014;Belgium;Unknown;Unknown
2014;Denmark;Unknown;Unknown
2014;Estonia;Unknown;Unknown
2014;Finland;Unknown;Unknown
2014;France;Unknown;Unknown
2014;Georgia;Unknown;Unknown
2014;Germany;Unknown;Unknown
2014;Greece;Unknown;Unknown
2014;Hungary;Unknown;Unknown
2014;Iceland;Unknown;Unknown
2014;Ireland;Unknown;Unknown
2014;Israel;Unknown;Unknown
2014;Italy;Unknown;Unknown
2014;Latvia;Unknown;Unknown
2014;Lithuania;Unknown;Unknown
2014;Macedonia;Unknown;Unknown
2014;Malta;Unknown;Unknown
2014;Moldova;Unknown;Unknown
2014;Montenegro;Unknown;Unknown
2014;Norway;Unknown;Unknown
2014;Poland;Unknown;Unknown
2014;Portugal;Unknown;Unknown
2014;Romania;Unknown;Unknown
2014;Russia;Unknown;Unknown
2014;San Marino;Unknown;Unknown
2014;Slovenia;Unknown;Unknown
2014;Spain;Unknown;Unknown
2014;Sweden;Unknown;Unknown
2014;Switzerland;Unknown;Unknown
2014;The Netherlands;Unknown;Unknown
2014;Ukraine;Unknown;Unknown
2014;United Kingdom;Unknown;Unknown
2015;Albania;Unknown;Unknown
2015;Armenia;Unknown;Unknown
2015;Australia;Unknown;Unknown
2015;Austria;Unknown;Unknown
2015;Azerbaijan;Unknown;Unknown
2015;Belarus;Unknown;Unknown
2015;Belgium;Unknown;Unknown
2015;Cyprus;Unknown;Unknown
2015;Czech Republic;Unknown;Unknown
2015;Denmark;Unknown;Unknown
2015;Estonia;Unknown;Unknown
2015;Finland;Unknown;Unknown
2015;France;Unknown;Unknown
2015;Georgia;Unknown;Unknown
2015;Germany;Unknown;Unknown
2015;Greece;Unknown;Unknown
2015;Hungary;Unknown;Unknown
2015;Iceland;Unknown;Unknown
2015;Ireland;Unknown;Unknown
2015;Israel;Unknown;Unknown
2015;Italy;Unknown;Unknown
2015;Latvia;Unknown;Unknown
2015;Lithuania;Unknown;Unknown
2015;Macedonia;Unknown;Unknown
2015;Malta;Unknown;Unknown
2015;Moldova;Unknown;Unknown
2015;Montenegro;Unknown;Unknown
2015;Norway;Unknown;Unknown
2015;Poland;Unknown;Unknown
2015;Portugal;Unknown;Unknown
2015;Romania;Unknown;Unknown
2015;Russia;Unknown;Unknown
2015;San Marino;Unknown;Unknown
2015;Serbia;Unknown;Unknown
2015;Slovenia;Unknown;Unknown
2015;Spain;Unknown;Unknown
2015;Sweden;Unknown;Unknown
2015;Switzerland;Unknown;Unknown
2015;The Netherlands;Unknown;Unknown
2015;United Kingdom;Unknown;Unknown
2016;Albania;3;Very old
2016;Armenia;4;Middle
2016;Australia;3;Old
2016;Austria;4;Middle
2016;Azerbaijan;2;Old
2016;Belarus;3;Middle
2016;Belgium;2;Middle
2016;Bosnia and Herzegovina;4;Middle
2016;Bulgaria;3;Old
2016;Croatia;2;Young
2016;Cyprus;2;Middle
2016;Czech Republic;Unknown;Unknown
2016;Denmark;3;Old
2016;Estonia;2;Old
2016;Finland;3;Young
2016;France;3;Old
2016;Georgia;3;Young
2016;Germany;2;Middle
2016;Greece;3;Old
2016;Hungary;4;Old
2016;Iceland;2;Old
2016;Ireland;2;Young
2016;Israel;3;Old
2016;Italy;2;Old
2016;Latvia;3;Young
2016;Lithuania;3;Middle
2016;Macedonia;3;Old
2016;Malta;3;Very young
2016;Moldova;3;Young
2016;Montenegro;3;Middle
2016;Norway;3;Middle
2016;Poland;4;Middle
2016;Russia;3;Old
2016;San Marino;3;Young
2016;Serbia;3;Old
2016;Slovenia;2;Young
2016;Spain;3;Very young
2016;Sweden;3;Very young
2016;Switzerland;3;Very young
2016;The Netherlands;Unknown;Unknown
2016;Ukraine;3;Old
2016;United Kingdom;3;Middle
2017;Albania;3;Middle
2017;Armenia;3;Middle
2017;Australia;2;Middle
2017;Austria;3;Middle
2017;Azerbaijan;4;Very old
2017;Belarus;2;Old
2017;Belgium;3;Very young
2017;Bulgaria;2;Old
2017;Croatia;3;Middle
2017;Cyprus;3;Middle
2017;Czech Republic;Unknown;Unknown
2017;Denmark;2;Middle
2017;Estonia;3;Young
2017;Finland;3;Middle
2017;France;3;Very young
2017;Georgia;2;Middle
2017;Germany;3;Middle
2017;Greece;3;Young
2017;Hungary;3;Young
2017;Iceland;2;Old
2017;Ireland;2;Young
2017;Israel;3;Old
2017;Italy;3;Old
2017;Latvia;3;Young
2017;Lithuania;3;Very old
2017;Macedonia;2;Young
2017;Malta;3;Young
2017;Moldova;2;Young
2017;Montenegro;4;Middle
2017;Norway;3;Middle
2017;Poland;3;Middle
2017;Portugal;3;Very old
2017;Romania;3;Middle
2017;San Marino;3;Very young
2017;Serbia;2;Old
2017;Slovenia;3;Middle
2017;Spain;3;Young
2017;Sweden;3;Middle
2017;Switzerland;3;Old
2017;The Netherlands;Unknown;Unknown
2017;Ukraine;3;Middle
2017;United Kingdom;2;Old
2018;Albania;3;Middle
2018;Armenia;3;Middle
2018;Australia;2;Old
2018;Austria;3;Young
2018;Azerbaijan;2;Very old
2018;Belarus;2;Old
2018;Belgium;3;Young
2018;Bulgaria;2;Old
2018;Croatia;3;Old
2018;Cyprus;3;Middle
2018;Czech Republic;Unknown;Unknown
2018;Denmark;2;Young
2018;Estonia;3;Young
2018;Finland;2;Middle
2018;France;2;Young
2018;Georgia;2;Old
2018;Germany;3;Young
2018;Greece;3;Middle
2018;Hungary;3;Very old
2018;Iceland;3;Middle
2018;Ireland;3;Middle
2018;Israel;4;Old
2018;Italy;2;Very old
2018;Latvia;2;Very young
2018;Lithuania;3;Middle
2018;Macedonia;3;Old
2018;Malta;3;Young
2018;Moldova;2;Middle
2018;Montenegro;2;Middle
2018;Norway;2;Young
2018;Poland;3;Young
2018;Portugal;3;Middle
2018;Romania;3;Very old
2018;Russia;3;Old
2018;San Marino;3;Very young
2018;Serbia;3;Very old
2018;Slovenia;3;Middle
2018;Spain;2;Very young
2018;Sweden;2;Young
2018;Switzerland;3;Middle
2018;The Netherlands;Unknown;Unknown
2018;Ukraine;3;Young
2018;United Kingdom;2;Very young
2019;Albania;Unknown;Unknown
2019;Armenia;Unknown;Unknown
2019;Australia;Unknown;Unknown
2019;Austria;Unknown;Unknown
2019;Azerbaijan;Unknown;Unknown
2019;Belarus;Unknown;Unknown
2019;Belgium;Unknown;Unknown
2019;Croatia;Unknown;Unknown
2019;Cyprus;Unknown;Unknown
2019;Czech Republic;Unknown;Unknown
2019;Denmark;Unknown;Unknown
2019;Estonia;Unknown;Unknown
2019;Finland;Unknown;Unknown
2019;France;Unknown;Unknown
2019;Georgia;Unknown;Unknown
2019;Germany;Unknown;Unknown
2019;Greece;Unknown;Unknown
2019;Hungary;Unknown;Unknown
2019;Iceland;Unknown;Unknown
2019;Ireland;Unknown;Unknown
2019;Israel;Unknown;Unknown
2019;Italy;Unknown;Unknown
2019;Latvia;Unknown;Unknown
2019;Lithuania;Unknown;Unknown
2019;Macedonia;Unknown;Unknown
2019;Malta;Unknown;Unknown
2019;Moldova;Unknown;Unknown
2019;Montenegro;Unknown;Unknown
2019;Norway;Unknown;Unknown
2019;Poland;Unknown;Unknown
2019;Portugal;Unknown;Unknown
2019;Romania;Unknown;Unknown
2019;Russia;Unknown;Unknown
2019;San Marino;Unknown;Unknown
2019;Serbia;Unknown;Unknown
2019;Slovenia;Unknown;Unknown
2019;Spain;Unknown;Unknown
2019;Sweden;Unknown;Unknown
2019;Switzerland;Unknown;Unknown
2019;The Netherlands;Unknown;Unknown
2019;United Kingdom;Unknown;Unknown
2021;Albania;Unknown;Unknown
2021;Australia;Unknown;Unknown
2021;Austria;Unknown;Unknown
2021;Azerbaijan;Unknown;Unknown
2021;Belgium;Unknown;Unknown
2021;Bulgaria;Unknown;Unknown
2021;Croatia;Unknown;Unknown
2021;Cyprus;Unknown;Unknown
2021;Czech Republic;Unknown;Unknown
2021;Denmark;Unknown;Unknown
2021;Estonia;Unknown;Unknown
2021;Finland;Unknown;Unknown
2021;France;Unknown;Unknown
2021;Georgia;Unknown;Unknown
2021;Germany;Unknown;Unknown
2021;Greece;Unknown;Unknown
2021;Iceland;Unknown;Unknown
2021;Ireland;Unknown;Unknown
2021;Israel;Unknown;Unknown
2021;Italy;Unknown;Unknown
2021;Latvia;Unknown;Unknown
2021;Lithuania;Unknown;Unknown
2021;Macedonia;Unknown;Unknown
2021;Malta;Unknown;Unknown
2021;Moldova;Unknown;Unknown
2021;Norway;Unknown;Unknown
2021;Poland;Unknown;Unknown
2021;Portugal;Unknown;Unknown
2021;Romania;Unknown;Unknown
2021;Russia;Unknown;Unknown
2021;San Marino;Unknown;Unknown
2021;Serbia;Unknown;Unknown
2021;Slovenia;Unknown;Unknown
2021;Spain;Unknown;Unknown
2021;Sweden;Unknown;Unknown
2021;Switzerland;Unknown;Unknown
2021;The Netherlands;Unknown;Unknown
2021;Ukraine;Unknown;Unknown
2021;United Kingdom;Unknown;Unknown
