country;Year;GDP.growth..annual...;GDP..current.US..
Albania;1975;NA;NA
Andorra;1975;0,542205658763677;220127246,376812
Armenia;1975;NA;NA
Australia;1975;1,34991678730046;97171924074,8327
Austria;1975;-0,363735434053538;40059206763,056
Azerbaijan;1975;NA;NA
Belarus;1975;NA;NA
Belgium;1975;-1,96594156584821;65678189097,2908
Bosnia and Herzegovina;1975;NA;NA
Bulgaria;1975;NA;NA
Croatia;1975;NA;NA
Cyprus;1975;NA;489914760,682807
Czech Republic;1975;NA;NA
Denmark;1975;-1,45664493601456;40474406216,2821
Estonia;1975;NA;NA
Finland;1975;1,80489827726724;29472623242,2822
France;1975;-0,959884746223096;360832186018,051
Georgia;1975;7,38094530055061;NA
Germany;1975;-0,866738894227723;490636517211,225
Greece;1975;6,36680874604197;28525876726,8863
Hungary;1975;NA;NA
Iceland;1975;0,646155033497564;1408989590,11061
Ireland;1975;5,65664476085033;9495165505,22648
Israel;1975;3,24281987463699;15413333333,3333
Italy;1975;-2,09016291535852;227695851126,928
Latvia;1975;NA;NA
Lithuania;1975;NA;NA
Luxembourg;1975;-6,57137138724029;3233432050,01645
Macedonia;1975;NA;NA
Malta;1975;19,5600808646514;474620439,58496
Moldova;1975;NA;NA
Monaco;1975;-0,972637493748465;711922994,225545
Montenegro;1975;NA;NA
Morocco;1975;7,55822156130436;8984824182,60333
Netherlands;1975;0,00202886228375121;100249523353,085
Norway;1975;4,95214778544401;32877805200,023
Poland;1975;NA;NA
Portugal;1975;-4,34763054504394;19347607843,1373
Romania;1975;NA;NA
Russia;1975;NA;NA
San Marino;1975;NA;NA
Serbia;1975;NA;NA
Serbia and Montenegro;1975;NA;NA
Slovakia;1975;NA;NA
Slovenia;1975;NA;NA
Spain;1975;0,542203214009334;114777046376,812
Sweden;1975;2,55286264270535;82885397620,5385
Switzerland;1975;-7,28317456437819;63570059272,4596
Turkey;1975;7,17411268977106;44633707242,7642
Ukraine;1975;NA;NA
United Kingdom;1975;-1,47364954200184;241756637168,142
Yugoslavia;1975;NA;NA
Albania;1976;NA;NA
Andorra;1976;3,30378704950793;227281024,620741
Armenia;1976;NA;NA
Australia;1976;2,58769620026857;104921215177,108
Austria;1976;4,57844543332115;42959976221,5234
Azerbaijan;1976;NA;NA
Belarus;1976;NA;NA
Belgium;1976;5,65274593317993;71113882967,6071
Bosnia and Herzegovina;1976;NA;NA
Bulgaria;1976;NA;NA
Croatia;1976;NA;NA
Cyprus;1976;20,2662921880826;576090073,715036
Czech Republic;1976;NA;NA
Denmark;1976;5,92460618689674;44575892473,1183
Estonia;1976;NA;NA
Finland;1976;0,344382485474924;31849513771,3494
France;1976;4,35675890276836;372319038514,067
Georgia;1976;6,09756423426711;NA
Germany;1976;4,94925837665457;519754453161,411
Greece;1976;6,85189823595975;31152835820,8955
Hungary;1976;NA;NA
Iceland;1976;5,95936756375369;1671998133,61146
Ireland;1976;1,3948074205731;9465077837,53184
Israel;1976;0,322503037395052;15236250000
Italy;1976;7,12538513712093;224717278436,846
Latvia;1976;NA;NA
Lithuania;1976;NA;NA
Luxembourg;1976;2,53433511732875;3544268547,54441
Macedonia;1976;NA;NA
Malta;1976;17,0170895648017;527936988,791275
Moldova;1976;NA;NA
Monaco;1976;4,41162878210963;735339911,935065
Montenegro;1976;NA;NA
Morocco;1976;10,8127813441382;9584323309,12136
Netherlands;1976;4,45630965160997;109168720620,103
Norway;1976;5,8253934592605;35942270686,3374
Poland;1976;NA;NA
Portugal;1976;6,90023041389311;20332831564,9867
Romania;1976;NA;NA
Russia;1976;NA;NA
San Marino;1976;NA;NA
Serbia;1976;NA;NA
Serbia and Montenegro;1976;NA;NA
Slovakia;1976;NA;NA
Slovenia;1976;NA;NA
Spain;1976;3,30379150489574;118507184779,905
Sweden;1976;1,05810487661601;89362071672,9034
Switzerland;1976;-1,40367618715264;66493313730,1968
Turkey;1976;10,4611795563238;51280134554,2889
Ukraine;1976;NA;NA
United Kingdom;1976;2,91026625694681;232614555256,065
Yugoslavia;1976;NA;NA
Albania;1977;NA;NA
Andorra;1977;2,83857556610046;254020153,340635
Armenia;1977;NA;NA
Australia;1977;3,59742756746006;110201881165,405
Austria;1977;5,07998059425915;51545758887,6863
Azerbaijan;1977;NA;NA
Belarus;1977;NA;NA
Belgium;1977;0,626154854021308;82839905458,6382
Bosnia and Herzegovina;1977;NA;NA
Bulgaria;1977;NA;NA
Croatia;1977;NA;NA
Cyprus;1977;16,3620009517149;734887973,975806
Czech Republic;1977;NA;NA
Denmark;1977;1,87029103033571;49784338519,4563
Estonia;1977;NA;NA
Finland;1977;0,239510829311158;33499799321,2336
France;1977;3,46431200428788;410279486493,715
Georgia;1977;6,89655016091213;NA
Germany;1977;3,34721812001672;600498238019,035
Greece;1977;2,94100169684171;36176234967,6226
Hungary;1977;NA;NA
Iceland;1977;8,82227717865716;2211828832,90592
Ireland;1977;8,21130051681;11261810688,2814
Israel;1977;1,03529896318599;1,7433e+10
Italy;1977;2,56050084476698;257596313364,055
Latvia;1977;NA;NA
Lithuania;1977;NA;NA
Luxembourg;1977;1,56977456645151;3922895891,95273
Macedonia;1977;NA;NA
Malta;1977;12,1841698013342;625573345,532174
Moldova;1977;NA;NA
Monaco;1977;3,55323608267122;811250927,388998
Montenegro;1977;NA;NA
Morocco;1977;6,05916767916479;11049896742,3889
Netherlands;1977;2,52044027918959;127016990212,804
Norway;1977;4,16074732242862;41508030431,1074
Poland;1977;NA;NA
Portugal;1977;5,602597312963;21439523310,6338
Romania;1977;NA;NA
Russia;1977;NA;NA
San Marino;1977;NA;NA
Serbia;1977;NA;NA
Serbia and Montenegro;1977;NA;NA
Slovakia;1977;NA;NA
Slovenia;1977;NA;NA
Spain;1977;2,83857436036729;132449277108,434
Sweden;1977;-1,59625856634133;94468740851,4816
Switzerland;1977;2,43365229944503;71017619305,1799
Turkey;1977;3,40666980449156;58676813687,3681
Ukraine;1977;NA;NA
United Kingdom;1977;2,45775048096047;263066457352,172
Yugoslavia;1977;NA;NA
Albania;1978;NA;NA
Andorra;1978;1,46300017893397;308008897,569444
Armenia;1978;NA;NA
Australia;1978;0,896879845528218;118338596886,984
Austria;1978;-0,210653695162677;62052259073,2493
Azerbaijan;1978;NA;NA
Belarus;1978;NA;NA
Belgium;1978;2,84189649082269;101246526194,441
Bosnia and Herzegovina;1978;NA;NA
Bulgaria;1978;NA;NA
Croatia;1978;NA;NA
Cyprus;1978;7,77740335905037;964026512,197839
Czech Republic;1978;NA;NA
Denmark;1978;2,22630854042809;60362931853,6249
Estonia;1978;NA;NA
Finland;1978;2,91970741193541;36256160288,8087
France;1978;3,97854372235838;506707848837,209
Georgia;1978;7,42912769196221;NA
Germany;1978;3,00849285673846;740469983446,933
Greece;1978;7,24686343185905;44270204081,6327
Hungary;1978;NA;NA
Iceland;1978;6,01671460450549;2515601785,25322
Ireland;1978;7,1867303018398;14665537601,933
Israel;1978;5,55508730309833;16901764705,8824
Italy;1978;3,24013975184891;315058323066,393
Latvia;1978;NA;NA
Lithuania;1978;NA;NA
Luxembourg;1978;4,07497250773974;4884868707,57013
Macedonia;1978;NA;NA
Malta;1978;11,1611581906167;793675169,878579
Moldova;1978;NA;NA
Monaco;1978;3,95355130134929;1000535735,38751
Montenegro;1978;NA;NA
Morocco;1978;2,23266338830095;13236854105,1672
Netherlands;1978;2,69624696371605;155859695457,323
Norway;1978;3,86940625072467;46523091009,6713
Poland;1978;NA;NA
Portugal;1978;2,81596615285167;23487614051,0949
Romania;1978;NA;NA
Russia;1978;NA;NA
San Marino;1978;NA;NA
Serbia;1978;NA;NA
Serbia and Montenegro;1978;NA;NA
Slovakia;1978;NA;NA
Slovenia;1978;NA;NA
Spain;1978;1,46300344615614;160599687500
Sweden;1978;1,75154804977409;104442351222,751
Switzerland;1978;0,409083777734281;99318234340,0447
Turkey;1978;1,50293301122329;65147022485,7919
Ukraine;1978;NA;NA
United Kingdom;1978;4,20426042568425;335883029721,956
Yugoslavia;1978;NA;NA
Albania;1979;NA;NA
Andorra;1979;0,0415571951294567;411578334,159643
Armenia;1979;NA;NA
Australia;1979;4,04348669176025;134712029989,776
Austria;1979;5,35669990025116;73937296963,4586
Azerbaijan;1979;NA;NA
Belarus;1979;NA;NA
Belgium;1979;2,34107295556814;116315456796,918
Bosnia and Herzegovina;1979;NA;NA
Bulgaria;1979;NA;NA
Croatia;1979;NA;NA
Cyprus;1979;9,90556938358054;1288715209,58084
Czech Republic;1979;NA;NA
Denmark;1979;3,86911148264211;70366241969,2074
Estonia;1979;NA;NA
Finland;1979;7,12192637149123;44465255686,1548
France;1979;3,54998915669242;613953129818,07
Georgia;1979;7,37034607195648;NA
Germany;1979;4,15036334066737;881345176608,686
Greece;1979;3,28208019821201;54481876724,931
Hungary;1979;NA;NA
Iceland;1979;4,8605824854645;2857724333,52241
Ireland;1979;3,07303589185656;18341273372,0181
Israel;1979;6,20781594707121;21589200000
Italy;1979;5,95915942625737;393677161500,816
Latvia;1979;NA;NA
Lithuania;1979;NA;NA
Luxembourg;1979;2,34560921239245;5711458447,99119
Macedonia;1979;NA;NA
Malta;1979;10,4907731676097;1001300838,32335
Moldova;1979;NA;NA
Monaco;1979;3,53420492867116;1209898293,46372
Montenegro;1979;NA;NA
Morocco;1979;4,79378720509548;15912133569,2852
Netherlands;1979;2,01416612801977;179669405690,432
Norway;1979;4,37245992731722;53132244623,9213
Poland;1979;NA;NA
Portugal;1979;5,63893782270115;26622819672,1311
Romania;1979;NA;NA
Russia;1979;NA;NA
San Marino;1979;NA;NA
Serbia;1979;NA;NA
Serbia and Montenegro;1979;NA;NA
Slovakia;1979;NA;NA
Slovenia;1979;NA;NA
Spain;1979;0,0415463453412883;214601955875,062
Sweden;1979;3,84000347660032;123386410160,715
Switzerland;1979;2,49151198025532;111640341011,608
Turkey;1979;-0,624113570222889;89394085658,2038
Ukraine;1979;NA;NA
United Kingdom;1979;3,74901664259653;438994070309,191
Yugoslavia;1979;NA;NA
Albania;1980;NA;NA
Andorra;1980;2,20872760693067;446416105,825017
Armenia;1980;NA;NA
Australia;1980;3,03424587145736;149776044568,245
Austria;1980;1,73148559549917;82058912997,2346
Azerbaijan;1980;NA;NA
Belarus;1980;NA;NA
Belgium;1980;4,44405387639348;126829314388,191
Bosnia and Herzegovina;1980;NA;NA
Bulgaria;1980;NA;19839230769,2308
Croatia;1980;NA;NA
Cyprus;1980;5,75324470140077;2154311276,94859
Czech Republic;1980;NA;NA
Denmark;1980;-0,482986336653326;71127528699,9414
Estonia;1980;NA;NA
Finland;1980;5,38904788022778;53645202422,6968
France;1980;1,57874525990584;701288419745,421
Georgia;1980;4,57626627457819;NA
Germany;1980;1,40882863572145;950290856466,538
Greece;1980;0,677130861413417;56829664268,5851
Hungary;1980;NA;NA
Iceland;1980;5,74792068476069;3386502001,0005
Ireland;1980;3,0793280050116;21773901925,878
Israel;1980;1,67044149834388;24248823529,4118
Italy;1980;3,4300164144226;477256775943,929
Latvia;1980;NA;NA
Lithuania;1980;NA;NA
Luxembourg;1980;0,840877542513851;6232005793,90261
Macedonia;1980;NA;NA
Malta;1980;7,04971121492007;1250242107,87969
Moldova;1980;NA;NA
Monaco;1980;1,68545743348373;1378130995,65913
Montenegro;1980;NA;NA
Morocco;1980;3,64216481331357;21728770055,3777
Netherlands;1980;1,34191413595499;195152092662,381
Norway;1980;4,56464835641921;64439382896,0156
Poland;1980;NA;NA
Portugal;1980;4,58933992368382;32896519823,7885
Romania;1980;NA;NA
Russia;1980;NA;NA
San Marino;1980;NA;NA
Serbia;1980;NA;NA
Serbia and Montenegro;1980;NA;NA
Slovakia;1980;NA;NA
Slovenia;1980;NA;NA
Spain;1980;2,20872827746719;232766822928,754
Sweden;1980;1,69997143939247;142092068280,689
Switzerland;1980;4,60197737285843;119008334427,403
Turkey;1980;-2,44735042580156;68789289565,7434
Ukraine;1980;NA;NA
United Kingdom;1980;-2,03136778090925;564947710899,373
Yugoslavia;1980;NA;NA
Albania;1981;5,7456352920068;NA
Andorra;1981;-0,132474511474285;388958731,302938
Armenia;1981;NA;NA
Australia;1981;3,33776813804133;176642284918,147
Austria;1981;-0,14429469056661;71034228443,062
Azerbaijan;1981;NA;NA
Belarus;1981;NA;NA
Belgium;1981;-0,279283279362133;104730018470,23
Bosnia and Herzegovina;1981;NA;NA
Bulgaria;1981;4,90016185983106;1,987e+10
Croatia;1981;NA;NA
Cyprus;1981;2,51699844067204;2087496373,77964
Czech Republic;1981;NA;NA
Denmark;1981;-0,666124155581699;61877813965,2413
Estonia;1981;NA;NA
Finland;1981;1,3158788537492;52448332874,07
France;1981;1,06901983853727;615552202776,101
Georgia;1981;5,2674236559411;NA
Germany;1981;0,529240556536067;800472055387,278
Greece;1981;-1,55372085644029;52346506765,0676
Hungary;1981;NA;NA
Iceland;1981;4,26500709226671;3498247418,39927
Ireland;1981;3,32521630118121;20694943592,3438
Israel;1981;5,3399269801952;25668421052,6316
Italy;1981;0,844227607248143;430702851303,015
Latvia;1981;NA;NA
Lithuania;1981;NA;NA
Luxembourg;1981;-0,550947827759458;5231808996,08866
Macedonia;1981;NA;NA
Malta;1981;3,3117620744263;1243469360,56838
Moldova;1981;NA;NA
Monaco;1981;0,922378369239851;1205166025,51592
Montenegro;1981;NA;NA
Morocco;1981;-1,74343493044302;17788171722,4446
Netherlands;1981;-0,783611707416071;164134217080,279
Norway;1981;1,59827436373983;63596654760,8677
Poland;1981;NA;NA
Portugal;1981;1,61810421541844;31977276872,9642
Romania;1981;NA;NA
Russia;1981;NA;NA
San Marino;1981;NA;NA
Serbia;1981;NA;NA
Serbia and Montenegro;1981;NA;NA
Slovakia;1981;NA;NA
Slovenia;1981;NA;NA
Spain;1981;-0,132468611426361;202807891511,984
Sweden;1981;0,45483041663563;129686938223,328
Switzerland;1981;1,60133601188332;108993981264,637
Turkey;1981;4,85664876652039;71040020140,4436
Ukraine;1981;NA;NA
United Kingdom;1981;-0,787743851356353;540765675241,158
Yugoslavia;1981;NA;NA
Albania;1982;2,9485968015687;NA
Andorra;1982;1,24646111342557;375895956,383462
Armenia;1982;NA;NA
Australia;1982;3,32844193385323;193770274743,462
Austria;1982;2,01125470754351;71275287569,5733
Azerbaijan;1982;NA;NA
Belarus;1982;NA;NA
Belgium;1982;0,594986772001008;92095926187,5331
Bosnia and Herzegovina;1982;NA;NA
Bulgaria;1982;2,33456559219081;1,9342e+10
Croatia;1982;NA;NA
Cyprus;1982;6,02170898483783;2159242416,76942
Czech Republic;1982;NA;NA
Denmark;1982;3,68457296763364;60412844678,604
Estonia;1982;NA;NA
Finland;1982;3,10808869307027;52797582336,2526
France;1982;2,50539661637579;584877732308,614
Georgia;1982;2,00153854146568;NA
Germany;1982;-0,394840774795966;776576439106,956
Greece;1982;-1,13264740070785;54617989795,9184
Hungary;1982;NA;NA
Iceland;1982;2,15456624627028;3211446625,91588
Ireland;1982;2,28346851428232;21500471719,2041
Israel;1982;2,08249993071293;27934609053,4979
Italy;1982;0,413585694627969;427272645669,291
Latvia;1982;NA;NA
Lithuania;1982;NA;NA
Luxembourg;1982;1,13129862124195;4764549708,635
Macedonia;1982;NA;NA
Malta;1982;2,2844523055533;1234518125
Moldova;1982;NA;NA
Monaco;1982;2,43238947167906;1143229071,77943
Montenegro;1982;NA;NA
Morocco;1982;8,95737202264262;17692341358,1272
Netherlands;1982;-1,24075659270838;158479527935,958
Norway;1982;0,235354478446709;62647195537,6511
Poland;1982;NA;NA
Portugal;1982;2,13537507759274;30527754793,1382
Romania;1982;NA;NA
Russia;1982;NA;NA
San Marino;1982;NA;NA
Serbia;1982;NA;NA
Serbia and Montenegro;1982;NA;NA
Slovakia;1982;NA;NA
Slovenia;1982;NA;NA
Spain;1982;1,24646170534606;195996754505,528
Sweden;1982;1,24866467922725;114380557730,876
Switzerland;1982;-1,30941762369659;111711489927,597
Turkey;1982;3,56322781218346;64546332580,7583
Ukraine;1982;NA;NA
United Kingdom;1982;1,99489121570818;515048916841,37
Yugoslavia;1982;NA;NA
Albania;1983;1,104938261827;NA
Andorra;1983;1,7701183169326;327861832,946636
Armenia;1983;NA;NA
Australia;1983;-2,22047012220898;177030416471,689
Austria;1983;2,97308803031213;72121016546,6524
Azerbaijan;1983;NA;NA
Belarus;1983;NA;NA
Belgium;1983;0,311842702585196;87184239053,2544
Bosnia and Herzegovina;1983;NA;NA
Bulgaria;1983;3,43030591266272;16563666666,6667
Croatia;1983;NA;NA
Cyprus;1983;5,58218170220279;2160364071,19021
Czech Republic;1983;NA;NA
Denmark;1983;2,59607191923766;60644782176,0525
Estonia;1983;NA;NA
Finland;1983;3,11658151416627;50973526900,0854
France;1983;1,24086486211559;559869179791,72
Georgia;1983;4,30188684407258;NA
Germany;1983;1,57241016952116;770684323247,798
Greece;1983;-1,07862294708484;49428873839,0093
Hungary;1983;NA;NA
Iceland;1983;-2,15116171794479;2770107918,59211
Ireland;1983;-0,244300596361441;20790917098,9527
Israel;1983;3,35910167578164;31200693950,1779
Italy;1983;1,16920349453939;443042373788,883
Latvia;1983;NA;NA
Lithuania;1983;NA;NA
Luxembourg;1983;2,9890744098732;4683697830,37475
Macedonia;1983;NA;NA
Malta;1983;-0,612390116892172;1165771369,00625
Moldova;1983;NA;NA
Monaco;1983;1,19497334906886;1092551781,01486
Montenegro;1983;NA;NA
Morocco;1983;1,38656957718641;16251460689,3254
Netherlands;1983;2,06995788790063;153445465987,182
Norway;1983;3,97280881355124;61627240831,0948
Poland;1983;NA;NA
Portugal;1983;-0,173113548251848;27239650741,9472
Romania;1983;NA;NA
Russia;1983;NA;NA
San Marino;1983;NA;NA
Serbia;1983;NA;NA
Serbia and Montenegro;1983;NA;NA
Slovakia;1983;NA;NA
Slovenia;1983;NA;NA
Spain;1983;1,77011566326799;170951185614,849
Sweden;1983;1,90063873020327;105014356666,797
Switzerland;1983;0,639079567655898;111314328521,747
Turkey;1983;4,97108077727097;61678280115,4987
Ukraine;1983;NA;NA
United Kingdom;1983;4,22185640855157;489618008185,539
Yugoslavia;1983;NA;NA
Albania;1984;-1,25159664469855;1857338011,85488
Andorra;1984;1,78468669356731;330070689,298282
Armenia;1984;NA;NA
Australia;1984;4,58129721922676;193242166274,226
Austria;1984;0,0512747629668411;67985344886,8716
Azerbaijan;1984;NA;NA
Belarus;1984;NA;NA
Belgium;1984;2,46638280528001;83349530159,1734
Bosnia and Herzegovina;1984;NA;NA
Bulgaria;1984;3,39644362278422;17594944444,4444
Croatia;1984;NA;NA
Cyprus;1984;8,75789438428602;2278248953,14058
Czech Republic;1984;NA;NA
Denmark;1984;4,16613792284444;59105236853,7937
Estonia;1984;NA;NA
Finland;1984;3,23769199585604;52888800949,7428
France;1984;1,51372160344316;530683779929,445
Georgia;1984;5,42692297056458;NA
Germany;1984;2,82294780997955;725111123634,115
Greece;1984;2,01058062547541;48020024183,7969
Hungary;1984;NA;NA
Iceland;1984;4,12911825743237;2868747038,05488
Ireland;1984;4,35437189089987;20130728188,4924
Israel;1984;0,933213767199945;29262189631,6507
Italy;1984;3,22585231527985;437887689001,543
Latvia;1984;NA;NA
Lithuania;1984;NA;NA
Luxembourg;1984;6,18694108566717;4594891790,00279
Macedonia;1984;NA;NA
Malta;1984;0,942370935479602;1101828568,76804
Moldova;1984;NA;NA
Monaco;1984;1,48451563381917;1037314956,25083
Montenegro;1984;NA;NA
Morocco;1984;6,41838632127607;14824728528,4604
Netherlands;1984;3,06167918217261;143912664148,352
Norway;1984;6,05240316534181;62057955032,7758
Poland;1984;NA;NA
Portugal;1984;-1,87997908934653;25217969049,5755
Romania;1984;NA;NA
Russia;1984;NA;NA
San Marino;1984;NA;NA
Serbia;1984;NA;NA
Serbia and Montenegro;1984;NA;NA
Slovakia;1984;NA;NA
Slovenia;1984;NA;NA
Spain;1984;1,78468758048753;172102910370,524
Sweden;1984;4,22953524491705;109201362581,3
Switzerland;1984;3,00845627492943;106285277269,439
Turkey;1984;6,71201571206008;59989909457,8379
Ukraine;1984;NA;NA
United Kingdom;1984;2,2691050845774;461487097632,349
Yugoslavia;1984;NA;NA
Albania;1985;1,78064395977269;1897050133,42015
Andorra;1985;2,32143303219976;346737964,774951
Armenia;1985;NA;NA
Australia;1985;5,24932960928453;180235483623,533
Austria;1985;2,49867849748429;69386774408,0872
Azerbaijan;1985;NA;NA
Belarus;1985;NA;NA
Belgium;1985;1,6517928990972;86268264148,3796
Bosnia and Herzegovina;1985;NA;NA
Bulgaria;1985;2,68344073997304;17155421052,6316
Croatia;1985;NA;NA
Cyprus;1985;4,88254077196271;2430411900,19194
Czech Republic;1985;NA;NA
Denmark;1985;4,00375181515933;62658568287,3429
Estonia;1985;NA;NA
Finland;1985;3,54889658723026;55875863392,1719
France;1985;1,62278136715794;553138414367,061
Georgia;1985;4,9416554196843;NA
Germany;1985;2,32793526226367;732534887058,198
Greece;1985;2,50955661505074;47820851221,3175
Hungary;1985;NA;NA
Iceland;1985;3,29284135948407;2988537813,46594
Ireland;1985;3,08561450201421;21295485966,5195
Israel;1985;4,03694010297161;27600861820,341
Italy;1985;2,79808576720868;452217492140,757
Latvia;1985;NA;NA
Lithuania;1985;NA;NA
Luxembourg;1985;2,79170714922567;4738559684,76119
Macedonia;1985;NA;NA
Malta;1985;2,58527966638221;1117835285,50512
Moldova;1985;NA;NA
Monaco;1985;1,70869968395459;1082851076,52158
Montenegro;1985;NA;NA
Morocco;1985;6,00765207156169;14991283215,7408
Netherlands;1985;2,58017977050262;143845822717,622
Norway;1985;5,55335896373643;65416879914,3907
Poland;1985;NA;NA
Portugal;1985;2,80743885129478;27115807742,0873
Romania;1985;NA;NA
Russia;1985;NA;NA
San Marino;1985;NA;NA
Serbia;1985;NA;NA
Serbia and Montenegro;1985;NA;NA
Slovakia;1985;NA;NA
Slovenia;1985;NA;NA
Spain;1985;2,32143575836614;180793463796,477
Sweden;1985;2,16037374565585;114123537581,794
Switzerland;1985;3,67359608868583;107766112083,35
Turkey;1985;4,24133571639945;67234948264,5987
Ukraine;1985;NA;NA
United Kingdom;1985;4,14741507693289;489285164271,047
Yugoslavia;1985;NA;NA
Albania;1986;5,63724317825185;2097326250
Andorra;1986;3,25332177830622;482000594,03588
Armenia;1986;NA;NA
Australia;1986;4,03752885052448;182036933407,946
Austria;1986;2,3013932119724;99036164939,1618
Azerbaijan;1986;NA;NA
Belarus;1986;NA;NA
Belgium;1986;1,82276183101794;120018787249,413
Bosnia and Herzegovina;1986;NA;NA
Bulgaria;1986;4,2076020043413;20249294117,6471
Croatia;1986;NA;NA
Cyprus;1986;3,70395028952957;3090734463,27684
Czech Republic;1986;NA;NA
Denmark;1986;4,90417835499042;88078760103,8191
Estonia;1986;NA;NA
Finland;1986;2,75563345861494;73531550551,255
France;1986;2,33727634979969;771470783218,108
Georgia;1986;-8,17527589257097;NA
Germany;1986;2,28733922127036;1046259374943,71
Greece;1986;0,517660267704301;56379593476,1441
Hungary;1986;NA;NA
Iceland;1986;6,2705419896496;3995619693,36467
Ireland;1986;-0,428329672726051;28748959304,7902
Israel;1986;4,19014464559193;34216514316,4404
Italy;1986;2,85997186384608;640386352773,087
Latvia;1986;NA;NA
Lithuania;1986;NA;NA
Luxembourg;1986;9,98392901261671;6921264222,50316
Macedonia;1986;NA;NA
Malta;1986;3,88519000696459;1435079200,34957
Moldova;1986;NA;NA
Monaco;1986;2,45236468239041;1515209588,2378
Montenegro;1986;NA;NA
Morocco;1986;9,27110576947608;19462175321,8224
Netherlands;1986;2,7869757369202;200862095700,666
Norway;1986;4,04225262081309;78693253275,995
Poland;1986;NA;NA
Portugal;1986;4,14095567971992;38745901353,7059
Romania;1986;NA;NA
Russia;1986;NA;NA
San Marino;1986;NA;NA
Serbia;1986;NA;NA
Serbia and Montenegro;1986;NA;NA
Slovakia;1986;NA;NA
Slovenia;1986;NA;NA
Spain;1986;3,25332184173544;251321075204,942
Sweden;1986;2,69132317338637;150498057723,623
Switzerland;1986;1,8586327699405;154482373116,905
Turkey;1986;7,01203111054399;75728009962,7878
Ukraine;1986;NA;NA
United Kingdom;1986;3,15034053587446;601452653180,885
Yugoslavia;1986;NA;NA
Albania;1987;-0,787842655012938;2080796250
Andorra;1987;5,54712217053779;611316399,407088
Armenia;1987;NA;NA
Australia;1987;2,55117045885154;189061672842,774
Austria;1987;1,35716806415441;124168442533,74
Azerbaijan;1987;NA;NA
Belarus;1987;NA;NA
Belgium;1987;2,30665956583917;149394404105,889
Bosnia and Herzegovina;1987;NA;NA
Bulgaria;1987;6,05451383876874;2,8101e+10
Croatia;1987;NA;NA
Cyprus;1987;7,06525081210985;3704813885,50548
Czech Republic;1987;NA;NA
Denmark;1987;0,254266314633725;109414423928,775
Estonia;1987;NA;NA
Finland;1987;3,57482613830207;91594751792,2359
France;1987;2,56190033450119;934173305685,911
Georgia;1987;1,28204284825986;NA
Germany;1987;1,40215162742055;1298176105549,51
Greece;1987;-2,25886342148172;65652750377,4535
Hungary;1987;NA;NA
Iceland;1987;8,54593971299578;5528616187,31449
Ireland;1987;4,66309057038006;33961141151,6854
Israel;1987;7,13971136005674;41106183368,8699
Italy;1987;3,19196062848015;805713128174,485
Latvia;1987;NA;NA
Lithuania;1987;NA;NA
Luxembourg;1987;3,9509822638087;8614215018,9087
Macedonia;1987;NA;NA
Malta;1987;4,11051445185961;1751247763,41948
Moldova;1987;NA;NA
Monaco;1987;2,48457417152692;1839095595,25655
Montenegro;1987;NA;NA
Morocco;1987;-0,325004075718994;21765261041,7265
Netherlands;1987;1,93124868495423;245046310922,541
Norway;1987;1,75340078899657;94230055658,6271
Poland;1987;NA;NA
Portugal;1987;6,38139413490335;48182925857,4071
Romania;1987;NA;38413636363,6364
Russia;1987;NA;NA
San Marino;1987;NA;NA
Serbia;1987;NA;NA
Serbia and Montenegro;1987;NA;NA
Slovakia;1987;NA;NA
Slovenia;1987;NA;NA
Spain;1987;5,54712251525866;318747935588,196
Sweden;1987;3,35384298424782;183009638350,893
Switzerland;1987;1,58547821504646;193466104479,614
Turkey;1987;9,48553884246731;87172789528,3316
Ukraine;1987;NA;64087694038,2333
United Kingdom;1987;5,39273836588518;745162608269,325
Yugoslavia;1987;NA;NA
Albania;1988;-1,42003965482249;2051236250
Andorra;1988;5,09432620323258;721425939,15155
Armenia;1988;NA;NA
Australia;1988;5,74338158549649;235658469150,175
Austria;1988;3,29587989843014;133339397080,129
Azerbaijan;1988;NA;NA
Belarus;1988;NA;NA
Belgium;1988;4,72320888032857;162299103675,261
Bosnia and Herzegovina;1988;NA;NA
Bulgaria;1988;10,9446920641534;22555941176,4706
Croatia;1988;NA;NA
Cyprus;1988;8,64677784552383;4278792597,23965
Czech Republic;1988;NA;NA
Denmark;1988;-0,0136012052800965;115552846616,653
Estonia;1988;NA;NA
Finland;1988;5,21715032265726;109058990760,483
France;1988;4,74314219356484;1018847043277,17
Georgia;1988;5,55555807916308;NA
Germany;1988;3,70723565949591;1401233225303,49
Greece;1988;4,2878614908;76261277924,5736
Hungary;1988;NA;NA
Iceland;1988;-0,0897260551564756;6115814943,97173
Ireland;1988;5,21741440872275;37818133173,3653
Israel;1988;2,91001620640323;50274157858,5277
Italy;1988;4,19437730753005;891608957155,608
Latvia;1988;NA;NA
Lithuania;1988;NA;NA
Luxembourg;1988;8,46328403957857;9750161272,62754
Macedonia;1988;NA;NA
Malta;1988;8,41423629573987;2019474244,19359
Moldova;1988;NA;NA
Monaco;1988;4,59860147372071;2000674667,08261
Montenegro;1988;NA;NA
Morocco;1988;11,8752359788077;25705296183,5037
