country;Year;GDP.growth..annual...;GDP..current.US..
Sweden;2009;-4,33979057452935;436537014293,554
Switzerland;2009;-2,22210715877745;541506500321,662
Turkey;2009;-4,82315394899531;649289324631,255
Ukraine;2009;-14,7585621734729;117113410001,027
United Kingdom;2009;-4,24782176303837;2410909799034,12
Yugoslavia;2009;-5,28065584280526;NA
Albania;2010;3,70689230100683;11926928505,5231
Andorra;2010;-1,97495799965345;3449966856,68832
Armenia;2010;2,2000000002151;9260284937,79781
Australia;2010;2,067417127684;1146138465603,81
Austria;2010;1,83709367680054;391892746544,69
Azerbaijan;2010;4,78924279245962;52902703376,1056
Belarus;2010;7,79826682269731;57222490768,7143
Belgium;2010;2,86429270764155;480951629493,033
Bosnia and Herzegovina;2010;0,865669260237084;17176781336,7644
Bulgaria;2010;0,559446489731144;50381825504,2642
Croatia;2010;-1,31656297984225;59918313669,1671
Cyprus;2010;2,01469570699406;25732432719,0773
Czech Republic;2010;2,43490215904518;209069940963,177
Denmark;2010;1,87099114718497;321995279401,502
Estonia;2010;2,69032839901406;19693608289,0773
Finland;2010;3,18595865407703;249181190476,369
France;2010;1,94943762312663;2642609548930,36
Georgia;2010;6,24948776787187;12243505582,6741
Germany;2010;4,17988249873657;3396354075663,73
Greece;2010;-5,47903689372846;299361576293,332
Hungary;2010;1,12217824979848;131916516051,985
Iceland;2010;-3,43587559404847;13683689692,6583
Ireland;2010;1,80997931190268;222148757577,891
Israel;2010;5,60113762485308;233995676087,698
Italy;2010;1,71329583916922;2134017843247,16
Latvia;2010;-4,4068236355224;23877564355,9904
Lithuania;2010;1,65124065328366;37138464732,9838
Luxembourg;2010;4,86496897912487;53212476812,2957
Macedonia;2010;3,35875085773812;9407168702,4313
Malta;2010;5,54364001072236;9035932177,77961
Moldova;2010;7,10000008379275;6974960345,3712
Monaco;2010;2,09999989913061;5367625613,15127
Montenegro;2010;2,73437929219654;4142931812,77707
Morocco;2010;3,8157179167666;93216746661,5977
Netherlands;2010;1,34273933636553;846554894931,084
Norway;2010;0,701833823862358;428757038466,841
Poland;2010;3,74051777907684;479834179020,33
Portugal;2010;1,73762547590566;237880908317,652
Romania;2010;-3,90123628018621;166309355234,589
Russia;2010;4,50000000003065;1524917468442,01
San Marino;2010;-5,47368421052632;1881214370,93994
Serbia;2010;0,73104455254213;41819468691,8251
Serbia and Montenegro;2010;1,73271192236934;NA
Slovakia;2010;5,87125610880706;90310718349,0156
Slovenia;2010;1,34374847220215;48161250405,2468
Spain;2010;0,163010230841422;1420722034063
Sweden;2010;5,95210700755608;495812558843,31
Switzerland;2010;3,00269906375317;583782978345,834
Turkey;2010;8,42710432293381;776967610957,286
Ukraine;2010;3,83439250483319;136013155905,036
United Kingdom;2010;1,94952146428622;2475244321361,11
Yugoslavia;2010;0,871655719467131;NA
Albania;2011;2,54532184477017;12890765324,2256
Andorra;2011;-0,00806975341139093;3629203786,19154
Armenia;2011;4,69999999867412;10142111334,4961
Australia;2011;2,46275631162725;1396649906339,35
Austria;2011;2,92279728368581;431120310088,82
Azerbaijan;2011;-1,57299762108384;65951627200,2026
Belarus;2011;5,37870744981015;61757788944,7236
Belgium;2011;1,69451389861332;522645519183,591
Bosnia and Herzegovina;2011;0,959511247241267;18644723860,9709
Bulgaria;2011;2,35455692273156;57386216850,3377
Croatia;2011;-0,198369263496232;62537851352,4904
Cyprus;2011;0,401437941132741;27565469097,9955
Czech Republic;2011;1,76035962445222;229562733398,948
Denmark;2011;1,33677776690328;344003137611,271
Estonia;2011;7,44393610392831;23391530006,3166
Finland;2011;2,54766483842627;275243697751,011
France;2011;2,19270063266654;2861408170264,6
Georgia;2011;7,3999998671419;15107441446,7833
Germany;2011;3,92519270463411;3744408602683,94
Greece;2011;-9,13249417175027;287797821676,138
Hungary;2011;1,93710779352188;141759722464,002
Iceland;2011;1,88162027973722;15158548262,7723
Ireland;2011;0,343441112458279;237472361733,546
Israel;2011;4,78349750863643;261468634287,095
Italy;2011;0,707333347034435;2291991045770,29
Latvia;2011;6,46884995004382;28619991391,7457
Lithuania;2011;6,03900816040344;43582248869,6143
Luxembourg;2011;2,53923576779506;60004630234,4135
Macedonia;2011;2,33988604520331;10494632699,3859
Malta;2011;0,467050564252574;9638916472,1536
Moldova;2011;5,81816640453509;8414360656,29632
Monaco;2011;7;6088808463,25167
Montenegro;2011;3,22841902153232;4544575151,98546
Morocco;2011;5,24569729729485;101370474295,109
Netherlands;2011;1,55118931244651;904085980796,018
Norway;2011;0,981469497299358;498283438454,281
Poland;2011;4,75763800382072;528301269069,799
Portugal;2011;-1,69616478061504;244797226567,109
Romania;2011;1,90606770748846;183326740143,016
Russia;2011;4,3000291857941;2045925608274,37
San Marino;2011;-8,3147735708983;1813752783,96437
Serbia;2011;2,0362766886403;49258136128,9672
Serbia and Montenegro;2011;2,63234785508631;NA
Slovakia;2011;2,84721817797882;99122802874,1718
Slovenia;2011;0,861327732719303;51516366654,8197
Spain;2011;-0,81437345515107;1478772824224,03
Sweden;2011;3,1953332348894;574094112972,733
Switzerland;2011;1,69280851305236;699579638413,011
Turkey;2011;11,2001105827376;838785707000,17
Ukraine;2011;5,46550184584432;163159671670,265
United Kingdom;2011;1,54014740315958;2659310054646,23
Yugoslavia;2011;1,37743308532739;NA
Albania;2012;1,41752599216287;12319830252,4768
Andorra;2012;-4,97444371853503;3188808942,56713
Armenia;2012;7,20000000096486;10619320048,5857
Australia;2012;3,91816287094112;1546151783872,96
Austria;2012;0,680445576816723;409425234155,263
Azerbaijan;2012;2,20293902267821;69683935845,2139
Belarus;2012;1,68713553642841;65685102554,8759
Belgium;2012;0,739217283058679;496181260258,3
Bosnia and Herzegovina;2012;-0,821836474216894;17226849297,07
Bulgaria;2012;0,356586982837044;54033250328,5151
Croatia;2012;-2,3917742692408;56580819623,8529
Cyprus;2012;-3,44682208589713;24978513426,6992
Czech Republic;2012;-0,785004299003617;208857719320,649
Denmark;2012;0,226499791802965;327148943812,137
Estonia;2012;3,12484637290247;23192708981,8446
Finland;2012;-1,39754572817782;258304834621,605
France;2012;0,313134751077172;2683825225092,63
Georgia;2012;6,3690083063386;16488403076,3641
Germany;2012;0,418497594217598;3527344944139,83
Greece;2012;-7,30049406220242;245670666767,533
Hungary;2012;-1,38062332775523;128475498380,379
Iceland;2012;1,29643760789892;14724078148,3168
Ireland;2012;0,225714790371583;224999484361,826
Israel;2012;2,25723755698695;257180147032,142
Italy;2012;-2,98090576823772;2087077032435,15
Latvia;2012;4,25172304811186;28330632928,5559
Lithuania;2012;3,8438647490634;42943442157,7701
Luxembourg;2012;-0,352520089272659;56677961787,0717
Macedonia;2012;-0,456183223607937;9745251126,0109
Malta;2012;4,11770637605775;9462238256,97848
Moldova;2012;-0,589734125919819;8709165249,26928
Monaco;2012;1,000000923315;5743029680,07195
Montenegro;2012;-2,72379678759462;4087561649,51236
Morocco;2012;3,00996126221978;98266306615,3632
Netherlands;2012;-1,03035399148436;838971306990,906
Norway;2012;2,70307385484266;509506317146,541
Poland;2012;1,32489082785044;498523568248,119
Portugal;2012;-4,05729360769561;216236608773,976
Romania;2012;2,04066513079732;170635805316,879
Russia;2012;4,02408615720979;2208295773643,15
San Marino;2012;-7,04453441295546;1604779647,95066
Serbia;2012;-0,68154236933475;43309252921,0567
Serbia and Montenegro;2012;-1,70266957846468;NA
Slovakia;2012;1,89674227140716;94534730680,6023
Slovenia;2012;-2,63943875676689;46580457470,2769
Spain;2012;-2,95944130173555;1324820091194,67
Sweden;2012;-0,588304568990736;552483727282,802
Switzerland;2012;1,0060240455055;668043613696,287
Turkey;2012;4,78849270937106;880555967207,49
Ukraine;2012;0,238681720768113;175781379051,433
United Kingdom;2012;1,4789239242734;2704887678386,72
Yugoslavia;2012;-1,85167773143079;NA
Albania;2013;1,00198715014967;12776217194,7928
Andorra;2013;-3,54759651549344;3193704343,20627
Armenia;2013;3,3;11121465767,4067
Australia;2013;2,58489770154893;1576184467015,49
Austria;2013;0,0255047121972183;430068712971,867
Azerbaijan;2013;5,8434157623727;74164435946,4627
Belarus;2013;1,00347084085645;75527984234,2342
Belgium;2013;0,459242192907709;521642714407,843
Bosnia and Herzegovina;2013;2,3498566632458;18178503835,4491
Bulgaria;2013;0,325769436153124;55615397665,5809
Croatia;2013;-0,447092176997273;58194069434,1423
Cyprus;2013;-6,55307825499119;23900872625,8467
Czech Republic;2013;-0,0459036735515213;211685616592,931
Denmark;2013;0,933340972371226;343584391647,927
Estonia;2013;1,34618473238244;25271406707,566
Finland;2013;-0,901696316194844;271285280621,373
France;2013;0,576326674771792;2811077725703,59
Georgia;2013;3,62130535196276;17189551520,9811
Germany;2013;0,437591303144671;3732743446218,92
Greece;2013;-3,24142473106683;239862011051,781
Hungary;2013;1,86075162441399;135411698965,109
Iceland;2013;4,13385115003635;16033517403,2062
Ireland;2013;1,35163384675889;238543539440,554
Israel;2013;4,14805450271368;292636164056,027
Italy;2013;-1,84106545088248;2141315327318,21
Latvia;2013;2,31017607605585;30432796305,7043
Lithuania;2013;3,55007284270485;46514471181,9327
Luxembourg;2013;3,65437134208327;61739352212,3049
Macedonia;2013;2,92525766450484;10817712138,9451
Malta;2013;5,47335591422899;10551661220,181
Moldova;2013;9,0438654824315;9496684701,43325
Monaco;2013;9,59999846418893;6555983530,34932
Montenegro;2013;3,54898055211466;4464502433,55448
Morocco;2013;4,53542420003856;106825649872,108
Netherlands;2013;-0,130175288449919;876923518850,405
Norway;2013;1,03407291353631;522761531914,894
Poland;2013;1,12576783609582;521016262734,924
Portugal;2013;-0,922644674527888;226369502104,236
Romania;2013;3,77096230437297;190801346194,297
Russia;2013;1,75542214909368;2292473246621,08
San Marino;2013;-0,78397212543554;1678841811,66158
Serbia;2013;2,89263673355808;48394239474,6762
Serbia and Montenegro;2013;3,22080864283637;NA
Slovakia;2013;0,666535041763396;98848641554,6311
Slovenia;2013;-1,02928277204056;48401896808,3064
Spain;2013;-1,43539425919327;1354757433212,72
Sweden;2013;1,187775715906;586841821796,891
Switzerland;2013;1,85203981617654;688504173431,454
Turkey;2013;8,48581700166973;957799371565,729
Ukraine;2013;-0,0266978900718868;183310146378,081
United Kingdom;2013;2,1394857181109;2786022872706,81
Yugoslavia;2013;1,46301979997614;NA
Albania;2014;1,77448678495493;13228144008,3428
Andorra;2014;2,50446552114518;3271808157,30038
Armenia;2014;3,60000000058993;11609512939,7542
Australia;2014;2,5331146653882;1467483705131,74
Austria;2014;0,661272848852605;441996131736,508
Azerbaijan;2014;2,79758543403612;75244294275,1498
Belarus;2014;1,72638485417002;78813839984,3506
Belgium;2014;1,57853314322614;534678075827,361
Bosnia and Herzegovina;2014;1,15385109200403;18558343508,3435
Bulgaria;2014;1,88546463842944;56901994980,3283
Croatia;2014;-0,34145251686769;57639588805,5871
Cyprus;2014;-1,82930910922002;23156850006,6427
Czech Republic;2014;2,26210289708078;209358834156,329
Denmark;2014;1,61939381103033;352993631617,708
Estonia;2014;2,98732482453686;26773473625,1921
Finland;2014;-0,364908156882066;274497230802,958
France;2014;0,956183052371557;2852165760630,27
Georgia;2014;4,43192482309078;17627003454,7205
Germany;2014;2,20954343134872;3883920155292,26
Greece;2014;0,739776853966688;237029578730,029
Hungary;2014;4,22895073481537;140765018880,633
Iceland;2014;2,0826231642619;17758050015,5425
Ireland;2014;8,55668815348987;258471884599,611
Israel;2014;3,75820016332611;309558454690,917
Italy;2014;-0,00454754236383792;2159133919743,77
Latvia;2014;1,07363408715679;31329367172,7409
Lithuania;2014;3,53700987901611;48574531941,9167
Luxembourg;2014;4,29678630500703;66103853236,7572
Macedonia;2014;3,62912351276373;11362272837,8818
Malta;2014;7,6335384644276;11626281449,5909
Moldova;2014;4,99962566891807;9510219299,49557
Monaco;2014;7,20000071732574;7069616048,89066
Montenegro;2014;1,78371215072646;4587741791,10639
Morocco;2014;2,66949392694423;110081248587,369
Netherlands;2014;1,42339539510084;890981311077,658
Norway;2014;1,9695443007939;498410050251,256
Poland;2014;3,37857807264132;542477096211,761
Portugal;2014;0,792190301875365;229596170846,995
Romania;2014;3,60872365319838;199959363430,073
Russia;2014;0,736267221415574;2059241965490,83
San Marino;2014;-0,702370500438988;1673973694,69908
Serbia;2014;-1,58951031990257;47062206677,6539
Serbia and Montenegro;2014;0,097100915411945;NA
Slovakia;2014;2,64158974610042;101189715749,374
Slovenia;2014;2,76815883065036;49930685013,4603
Spain;2014;1,38390794267029;1369398844599,58
Sweden;2014;2,65779827531642;581964017237,095
Switzerland;2014;2,44921805580964;709182559935,301
Turkey;2014;4,93971516020883;938934394763,917
Ukraine;2014;-6,55263129365765;133503411375,739
United Kingdom;2014;2,60747590068877;3063803240208,01
Yugoslavia;2014;0,754951847322118;NA
Albania;2015;2,21875223166761;11386846319,1589
Andorra;2015;1,43414039522716;2789870187,50693
Armenia;2015;3,19999999896625;10553337672,9872
Australia;2015;2,19264742646037;1351693984524,5
Austria;2015;1,01450158590511;381817565893,574
Azerbaijan;2015;1,0495463680441;53074370486,0433
Belarus;2015;-3,82957055828379;56454734396,5842
Belgium;2015;2,04145900919961;462149679343,822
Bosnia and Herzegovina;2015;3,08916415179439;16211541820,2438
Bulgaria;2015;3,98985171362301;50647442756,7445
Croatia;2015;2,43188857335539;49525747503,8149
Cyprus;2015;3,21856901005827;19842404304,8929
Czech Republic;2015;5,38838083815307;188033050459,881
Denmark;2015;2,34259110757047;302673070846,857
Estonia;2015;1,84488667705067;23048864242,6072
Finland;2015;0,543659211765487;234440080998,273
France;2015;1,1129123405747;2438207896251,84
Georgia;2015;3,02220738019703;14953950557,4406
Germany;2015;1,49193152760772;3356235704119,75
Greece;2015;-0,437833825754794;196591353872,132
Hungary;2015;3,81942837927696;125074286021,14
Iceland;2015;4,74898497215104;17389101639,0017
Ireland;2015;25,1625331003403;291499812214,551
Israel;2015;2,29009213261608;299813121135,458
Italy;2015;0,778304350716581;1835899237320,04
Latvia;2015;4,00687403269866;27239653843,5022
Lithuania;2015;2,02458395469182;41418872976,1196
Luxembourg;2015;4,30643149305372;57744457954,7297
Macedonia;2015;3,85586514041738;10064515432,0265
Malta;2015;9,6081323482308;11091434435,2345
Moldova;2015;-0,338235324459944;7745231660,33425
Monaco;2015;4,89999916940167;6261622101,40908
Montenegro;2015;3,39038879419505;4053097851,44823
Morocco;2015;4,53637816806425;101179808076,36
Netherlands;2015;1,95916972105708;765264949780,999
Norway;2015;1,96712843821408;385801550067,169
Poland;2015;4,23632630608085;477811911394,084
Portugal;2015;1,79204604555983;199313894327,486
Romania;2015;2,95367403735953;177729210874,504
Russia;2015;-1,97271922637542;1363481063446,77
San Marino;2015;2,4573279979885;1419394771,21029
Serbia;2015;1,80605926509682;39655958842,5478
Serbia and Montenegro;2015;2,59822402964593;NA
Slovakia;2015;4,81489967027436;88467555243,7256
Slovenia;2015;2,21008160650594;43090173394,6913
Spain;2015;3,83517266033846;1195119269971,52
Sweden;2015;4,48928158790491;505103781349,757
Switzerland;2015;1,3333691753042;679832292004,984
Turkey;2015;6,08448690017995;864314287105,727
Ukraine;2015;-9,77296079067543;91030959454,6961
United Kingdom;2015;2,35552430595799;2928591002002,51
Yugoslavia;2015;2,58551647818952;NA
Albania;2016;3,31480475341897;11861200797,4706
Andorra;2016;3,70967806978986;2896679211,86628
Armenia;2016;0,199999999825991;10546135160,031
Australia;2016;2,7706521973025;1208846993739,99
Austria;2016;1,98943716230463;395568644341,038
Azerbaijan;2016;-3,06359845351251;37867518957,1975
Belarus;2016;-2,52644643552364;47722657820,6675
Belgium;2016;1,26668640902095;475739588764,759
Bosnia and Herzegovina;2016;3,14980691561182;16913330693,9653
Bulgaria;2016;3,82043453021177;53806894796,3801
Croatia;2016;3,49813499168994;51601147665,8089
Cyprus;2016;6,43805848146472;20953442550,3653
Czech Republic;2016;2,5372845203138;196272068576,338
Denmark;2016;3,24595698524399;313115929314,339
Estonia;2016;3,18781708302028;24259552888,9717
Finland;2016;2,81145776663433;240607907010,383
France;2016;1,09546440372048;2471285607081,72
Georgia;2016;2,90643878002064;15141758566,7808
Germany;2016;2,22999986782015;3467498002104,33
Greece;2016;-0,190952352057238;195222443844,783
Hungary;2016;2,13999571174807;128470534117,954
Iceland;2016;6,62703663431921;20618363251,6229
Ireland;2016;3,67781580955584;300523297823,576
Israel;2016;3,98204641920276;318950599043,544
Italy;2016;1,29346273155907;1875797463583,87
Latvia;2016;2,37292412754951;28052325862,0461
Lithuania;2016;2,51882827307178;43018087237,5741
Luxembourg;2016;4,57460105103911;60691483443,1221
Macedonia;2016;2,84820519363306;10672471860,7184
Malta;2016;3,89120692508136;11665231192,2959
Moldova;2016;4,40888672378215;8071480540,86068
Monaco;2016;3,50000139074969;6472990923,1791
Montenegro;2016;2,94931306833857;4373958353,52982
Morocco;2016;1,05985639008179;103311649248,024
Netherlands;2016;2,19171371926123;783528181704,567
Norway;2016;1,07155897720727;368819929542,194
Poland;2016;3,14173122907013;472630364208,177
Portugal;2016;2,01948539561312;206286022781,894
Romania;2016;4,70299774749441;188128818486,401
Russia;2016;0,193690071729534;1276786979221,81
San Marino;2016;2,45937588353054;1468377272,13859
Serbia;2016;3,33858676542988;40692643373,0327
Serbia and Montenegro;2016;3,14394991688423;NA
Slovakia;2016;2,13272778393984;89655253976,4258
Slovenia;2016;3,19185251782498;44736333522,4522
Spain;2016;3,03130132981933;1232076017361,53
Sweden;2016;2,07059315052096;515654671469,547
Switzerland;2016;1,72274067016851;671309197478,183
Turkey;2016;3,32308420844105;869683121562,531
Ukraine;2016;2,23506761905661;93355993628,5042
United Kingdom;2016;1,91815513204681;2694283209613,29
Yugoslavia;2016;3,22553885177904;NA
Albania;2017;3,80219748796804;13019693450,8816
Andorra;2017;0,346071889630295;3000180750,11297
Armenia;2017;7,50000000164144;11527458565,7334
Australia;2017;2,30061062359425;1329188475752,32
Austria;2017;2,39958760332166;417237869115,93
Azerbaijan;2017;0,153614646686307;40865558912,3867
Belarus;2017;2,53218350023035;54726595249,1849
Belgium;2017;1,60808683450885;502698069366,942
Bosnia and Herzegovina;2017;3,17143487487128;18080118128,3854
Bulgaria;2017;3,50275153013627;58971520599,2509
Croatia;2017;3,43921735228665;55481644098,0495
Cyprus;2017;5,15477714593604;22729184365,1152
Czech Republic;2017;5,16872430413071;218628940951,675
Denmark;2017;2,82173634129026;332121063806,391
Estonia;2017;5,49915471010711;26951648828,5789
Finland;2017;3,27017227416624;255232257243,53
France;2017;2,29141999417021;2595151045197,65
Georgia;2017;4,84260322496586;16242916915,7203
Germany;2017;2,60197600462604;3682602479929,42
Greece;2017;1,50509939592598;203588424740,3
Hungary;2017;4,31678098650497;142961605733,026
Iceland;2017;4,54598290279273;24488176540,5908
Ireland;2017;8,14529626312184;335663113507,851
Israel;2017;3,53670317097017;353253406982,751
Italy;2017;1,66785904106857;1961796197354,36
Latvia;2017;3,2507202900895;30458763245,5118
Lithuania;2017;4,28259695120761;47758736931,7801
Luxembourg;2017;1,80118095539584;64181944722,7283
Macedonia;2017;1,08177273813243;11307058382,3435
Malta;2017;8,01506313434925;13146963159,1185
Moldova;2017;4,69079339018722;9669759987,02633
Monaco;2017;-3,40000080981497;6431314957,07185
Montenegro;2017;4,71648965710496;4844606145,7683
Morocco;2017;4,24894920814332;109682728023,112
Netherlands;2017;2,91090251315005;833869641687,06
Norway;2017;2,3232584068849;398393955268,99
Poland;2017;4,83065457036179;526508877305,321
Portugal;2017;3,50634473938494;221357874718,93
Romania;2017;7,31944852925453;211695422578,655
Russia;2017;1,82579006355112;1574199387070,9
San Marino;2017;0,602381214348185;1528630707,49794
Serbia;2017;2,10116384741241;44179055279,8887
Serbia and Montenegro;2017;3,40882675225869;NA
Slovakia;2017;3,04327955580635;95494424978,5166
Slovenia;2017;4,79354876042457;48586603447,6954
Spain;2017;2,97364119053731;1312539279462,36
Sweden;2017;2,56792452526476;541018749769,097
Switzerland;2017;1,79940884956473;679950481622,843
Turkey;2017;7,50199749358555;858988610574,035
Ukraine;2017;2,46603562470679;112190355158,178
United Kingdom;2017;1,89207700716807;2666229179958,01
Yugoslavia;2017;3,64437089841997;NA
Albania;2018;4,07130129479023;15147020535,3869
Andorra;2018;1,58876549046354;3218316013,22626
Armenia;2018;5,19999999965324;12457941907,0333
Australia;2018;2,94928577160958;1432881172002,17
Austria;2018;2,58012073304926;455094861902,062
Azerbaijan;2018;1,50040170699388;47112941176,4706
Belarus;2018;3,14919759374963;60031262269,3365
Belgium;2018;1,81229599862863;543734366831,215
Bosnia and Herzegovina;2018;3,74007109201324;20183510561,2553
Bulgaria;2018;3,09244765360886;66230155099,5775
Croatia;2018;2,80760970078776;61375222347,0256
Cyprus;2018;5,24074782806838;25309818138,8758
Czech Republic;2018;3,1813140503092;248908731817,502
Denmark;2018;2,17564638865319;356879499797,896
Estonia;2018;4,35546476501582;30631142226,8533
Finland;2018;1,51758861140196;275946554578,823
France;2018;1,79286392711333;2787863958885,49
Georgia;2018;4,86993477619603;17599700090,762
Germany;2018;1,26799523225071;3963767526250,98
Greece;2018;1,93437065932918;218138367208,799
Hungary;2018;5,40529410393094;160418835850,907
Iceland;2018;3,81442300431327;25737594324,022
Ireland;2018;8,16987071841437;382674360648,245
Israel;2018;3,45370255788211;370587977125,732
Italy;2018;0,944089468582305;2091544955092,31
Latvia;2018;4,02431104454983;34416012859,1866
Lithuania;2018;3,9368459012309;53722883091,3513
Luxembourg;2018;3,11083626560442;70919958015,5247
Macedonia;2018;2,89999999999999;12683073866,1105
Malta;2018;5,17859848221423;14750790658,4025
Moldova;2018;4,30147772232226;11456717193,2501
Monaco;2018;6,10000047479944;7188238072,74445
Montenegro;2018;5,07791065599665;5504255213,57871
Morocco;2018;3,14850265040512;118096227400,092
Netherlands;2018;2,36091509478513;914043438179,607
Norway;2018;1,28954820126177;434166615431,909
Poland;2018;5,353704746044;587411745161,558
Portugal;2018;2,84932594937632;242313116577,967
Romania;2018;4,47452377497343;241457403085,042
Russia;2018;2,53633130140389;1669583089322,96
San Marino;2018;1,31277140529018;1655300872,53427
Serbia;2018;4,4951212927627;50640650221,4622
Serbia and Montenegro;2018;4,78651597437968;NA
Slovakia;2018;3,76863150894924;105701930962,982
Slovenia;2018;4,38450172090073;54161636034,6517
Spain;2018;2,43004714546871;1422153839840,78
Sweden;2018;1,95002284569983;555455371487,089
Switzerland;2018;2,75055377478878;705140620046,7
Turkey;2018;2,95896672404676;778381859840,942
Ukraine;2018;3,40529852208769;130901858421,72
United Kingdom;2018;1,34072060244353;2860667727551,97
Yugoslavia;2018;4,10104289249222;NA
Albania;2019;2,24007026773023;15279183289,9372
Andorra;2019;1,84923825726078;3154057987,23833
Armenia;2019;7,59999999853918;13672802157,8324
Australia;2019;2,16095629535999;1396567014733,23
Austria;2019;1,41873427248989;445075391688,156
Azerbaijan;2019;2,21870427670241;48047647058,8235
Belarus;2019;1,22209662862558;63080457022,6599
Belgium;2019;1,7438195246211;533097455834,509
Bosnia and Herzegovina;2019;2,67816082303464;20164193806,88
Bulgaria;2019;3,694308379839;68558815111,6199
Croatia;2019;2,85892596800696;60752588976,3175
Cyprus;2019;3,07503434303197;24948935408,0376
Czech Republic;2019;2,33530928255712;250680504529,647
Denmark;2019;2,8495144411967;350104327658,675
Estonia;2019;4,99644378512059;31471100656,2431
Finland;2019;1,1455357025294;269296310180,392
France;2019;1,50859403033795;2715518274227,45
Georgia;2019;4,98235045944931;17477255545,6705
Germany;2019;0,555450887945668;3861123558039,21
Greece;2019;1,87087000443557;209852761132,839
Hungary;2019;4,57819046064414;163469042867,956
Iceland;2019;1,91867686670734;24188038473,5438
Ireland;2019;5,54976718213716;388698711348,156
Israel;2019;3,47168823051378;394652210295,849
Italy;2019;0,342718996631092;2003576145498,04
Latvia;2019;2,05408150762321;34102913582,4235
Lithuania;2019;4,33886103349596;54627411860,4705
Luxembourg;2019;2,29697881609749;71104919108,1411
Macedonia;2019;3,2;12547040498,9077
Malta;2019;4,9198221173362;14989415684,1203
Moldova;2019;3,58048425375992;11968713370,4969
Monaco;2019;NA;NA
Montenegro;2019;4,06293885004432;5542577964,98146
Morocco;2019;2,48190512448301;119700325461,938
Netherlands;2019;1,67741836780002;907050863145,097
Norway;2019;1,15472193916453;403336363636,364
Poland;2019;4,54091951432764;595858207011,512
Portugal;2019;2,23597655505208;238785085030,988
Romania;2019;4,15262741240312;250077444017,084
Russia;2019;1,34187544067058;1699876578871,35
San Marino;2019;NA;NA
Serbia;2019;4,24851343995569;51475016532,1293
Serbia and Montenegro;2019;4,155726145;NA
Slovakia;2019;2,31702345469655;105079673009,733
Slovenia;2019;3,18434162415744;54174227308,8862
Spain;2019;1,95012689445046;1393490524517,64
Sweden;2019;1,26098005513558;530883869004,977
Switzerland;2019;0,928832411662611;703082435158,864
Turkey;2019;0,916534797206751;761425499358,159
Ukraine;2019;3,23349118845559;153781069118,148
United Kingdom;2019;1,46265820190786;2829108219165,8
Yugoslavia;2019;3,40657614103981;NA
